138.7	127.2	140.1	118.9	92.3	58.7	60.5	64.4	72.2	127.2	117.5	118.9
108.8	114.3	124.5	86.8	79.3	52.6	61.4	61.3	69.8	110.6	103.9	95.2
84.1	112.6	109.2	95.2	68.5	64.7	64.7	71.1	73.3	100.2	107.9	78.7
94.6	81.0	102.3	58.0	32.9	15.5	21.5	28.1	50.9	74.7	81.7	104.3
112.3	80.4	95.9	70.9	47.4	22.1	28.5	32.4	58.1	99.7	74.3	84.1
108.5	90.2	98.8	71.3	59.7	37.2	37.6	45.2	58.6	97.7	94.6	79.2
108.4	99.8	90.4	97.4	58.7	59.9	59.6	59.0	0.0	102.1	108.7	83.9
0.0	101.6	92.8	0.0	0.0	22.5	26.2	34.8	63.2	95.5	87.1	88.3
85.1	99.5	83.5	74.5	59.3	34.5	43.2	42.3	63.1	82.5	88.3	80.0
94.9	93.9	95.7	85.5	66.4	57.4	55.7	55.9	57.3	89.3	81.3	92.8
12.9	11.9	23.6	15.3	21.1	23.5	15.9	11.4	19.3	20.3	14.5	11.2
67.1	67.1	75.2	54.5	41.2	31.5	31.1	34.5	51.6	73.3	56.8	67.3
20.0	15.3	35.2	58.9	130.1	170.1	122.1	101.4	56.5	49.4	29.3	23.4
   0.0	0.0	26.2	20.7	23.3	28.1	0.0	11.5	14.9	18.6	0.0	0.0
31.4	43.0	54.1	41.8	28.8	25.6	26.0	22.3	25.2	30.3	23.6	21.3
18.8	18.4	24.5	43.1	65.0	79.4	60.2	47.0	35.7	28.3	20.8	20.8
13.6	18.9	23.3	24.8	26.3	22.2	17.8	13.9	14.6	19.2	13.7	13.9
11.6	14.4	18.2	25.4	37.4	35.9	23.4	20.1	20.1	16.4	14.5	10.1
14.3	22.5	23.4	19.1	31.1	33.7	22.5	18.3	14.3	17.3	14.9	20.2
27.7	27.1	26.7	26.7	26.9	18.3	19.2	16.9	13.3	16.9	22.7	25.9
36.0	29.7	27.2	28.8	29.4	26.7	23.9	20.7	17.1	18.5	27.0	36.0
